Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDA01,15.0,1,0.058494348222222214,3,59.1904,8,16,2,0,1,527.3136
FDS33,6.670000000000001,1,0.10805243070000001,13,89.1514,8,16,2,0,1,2390.8878
FDM50,13.0,1,0.02579174042857143,3,60.222,5,28,1,2,3,1677.816
FDB29,16.7,1,0.052460477625,5,112.7176,1,26,0,2,1,801.6232
FDF46,7.07,0,0.09113960955555556,13,115.5834,7,11,2,1,1,1267.0174
FDA33,6.480000000000002,0,0.03393146225,13,148.0076,7,11,2,1,1,886.8456
FDC08,19.0,1,0.09978824233333333,6,228.27200000000002,0,15,2,2,0,452.744
FDB53,13.349999999999998,0,0.13564452955555556,5,147.5392,7,11,2,1,1,3877.6192
FDY31,5.98,0,0.049801551799999996,6,146.6418,5,28,1,2,3,4414.254
DRQ35,9.299999999999999,0,0.04585483366666667,7,122.4388,5,28,1,2,3,5448.9072
FDX36,9.695,1,0.14665487690000004,0,223.9404,9,14,1,0,1,4950.8888
DRD13,15.0,0,0.049125162124999996,14,62.6168,2,6,2,1,1,958.752
FDC52,11.150000000000002,1,0.008057731,4,149.9708,2,6,2,1,1,1956.1204
FDB45,20.849999999999998,0,0.023126993333333335,6,103.2306,9,14,1,0,1,2404.2038
NCK19,9.799999999999999,0,0.0973133251111111,11,194.3478,0,15,2,2,0,387.4956
FDV51,16.349999999999998,0,0.035001888111111115,10,165.0842,1,26,0,2,1,994.7052
FDZ35,9.6,1,0.021676376444444447,1,101.29899999999999,7,11,2,1,1,1754.3829999999998
NCW17,18.0,0,0.021225870874999997,8,129.9994,5,28,1,2,3,3340.9844
FDV59,13.349999999999998,0,0.046304315000000006,1,216.7166,7,11,2,1,1,3918.8988
DRH39,20.7,0,0.0804666275,4,76.367,1,26,0,2,1,306.268
FDN60,15.099999999999998,0,0.10317588822222222,0,158.4604,5,28,1,2,3,4278.4308
FDU55,16.2,0,0.035944712499999996,6,260.6278,7,11,2,1,1,4425.5726
FDN58,13.799999999999999,1,0.056925347125,13,230.9984,5,28,1,2,3,9267.936
FDC41,15.599999999999998,0,0.1336565642,5,76.867,4,28,2,0,0,229.701
FDO01,21.099999999999998,1,0.023685804499999998,2,129.3994,5,28,1,2,3,2055.9904
NCO43,5.5,0,0.045419503666666666,11,101.3016,8,16,2,0,1,3339.6528
FDQ07,15.099999999999998,1,0.09477156944444445,6,221.7456,7,11,2,1,1,6410.3224
FDF28,15.700000000000001,1,0.04328738389999999,5,122.9046,2,6,2,1,1,1992.0736
FDM01,7.894999999999998,1,0.08281036374999999,2,104.4332,2,6,2,1,1,2870.9296
FDY49,17.2,1,0.013024181333333334,3,164.5184,5,28,1,2,3,2807.0128
FDR24,17.349999999999998,1,0.0681474251111111,0,88.18299999999999,1,26,0,2,1,539.298
NCY18,7.284999999999998,0,0.033509617444444445,9,174.3054,1,26,0,2,1,4377.635
NCY30,20.25,0,0.02814002077777778,9,180.9976,7,11,2,1,1,2716.4640000000004
FDJ22,18.75,0,0.05725991700000001,13,190.9504,4,28,2,0,0,383.5008
DRI37,15.849999999999998,0,0.11574236833333333,14,59.5904,9,14,1,0,1,703.0848
FDL27,6.170000000000001,0,0.010254652111111111,10,66.3826,9,14,1,0,1,1937.4779999999998
NCO30,19.5,0,0.016404389199999998,9,182.2608,9,14,1,0,1,3307.6944
NCB07,19.2,0,0.08337438755555554,9,197.611,9,14,1,0,1,3142.5759999999996
FDX25,16.7,0,0.07659550849999999,3,181.2292,3,4,1,2,2,2554.0088
FDP59,20.849999999999998,1,0.0645522526,1,104.0648,3,4,1,2,2,1869.5664
FDR59,14.5,1,0.06869762388888889,1,260.4594,7,11,2,1,1,5494.8474
FDT27,11.394999999999998,1,0.0795528532,10,233.1616,1,26,0,2,1,6093.4016
DRI01,7.97,0,0.029381254,14,174.0422,8,16,2,0,1,2586.633
FDU09,7.71,1,0.072268251625,13,55.2956,9,14,1,0,1,1255.6988
FDH26,19.25,1,0.037623459,3,141.7496,8,16,2,0,1,4093.3384
FDH27,7.075000000000001,0,0.06670289059999998,4,142.2128,8,16,2,0,1,3163.8816
FDN39,19.349999999999998,1,0.04861971966666666,10,166.0816,5,28,1,2,3,5033.448
FDH40,11.599999999999998,1,0.0902331924,5,79.9276,8,16,2,0,1,1137.1864
FDJ56,8.985,0,0.1988561461111111,6,98.77,5,28,1,2,3,2696.49
DRN47,12.099999999999998,0,0.017550444300000002,7,178.56599999999997,3,4,1,2,2,898.83
NCO17,10.0,0,0.06326427488888889,8,118.244,8,16,2,0,1,2756.4120000000003
FDX60,14.349999999999998,0,0.08066917537500001,0,81.896,7,11,2,1,1,878.8560000000001
FDT22,10.394999999999998,0,0.12154227677777778,13,58.222,9,14,1,0,1,659.1419999999999
FDX26,17.7,0,0.0916101643,4,182.6292,4,28,2,0,0,182.4292
FDG45,8.1,0,0.09496884266666668,6,211.4902,1,26,0,2,1,3610.6334
FDD44,8.049999999999999,1,0.068681562125,6,256.4646,6,9,2,1,1,5153.292
FDS15,9.195,1,0.08923977520000001,10,108.7596,2,6,2,1,1,2588.6304
FDL51,20.7,1,0.05149288777777778,4,212.5876,3,4,1,2,2,1286.3256
FDL32,15.700000000000001,1,0.12833063577777776,6,110.1544,2,6,2,1,1,1230.3984
FDZ07,15.099999999999998,1,0.08856658660000001,6,60.2194,5,28,1,2,3,1733.7432
NCW53,18.349999999999998,0,0.033064524222222225,8,193.8162,4,28,2,0,0,384.8324
NCA54,16.5,0,0.03941513711111111,9,180.0318,7,11,2,1,1,3969.4996
FDX09,9.0,0,0.07459371430000002,13,176.437,6,9,2,1,1,7763.228
FDO51,6.784999999999998,1,0.04049557533333333,10,41.2112,1,26,0,2,1,809.6128
FDW49,19.5,0,0.0861065827,3,178.6002,3,4,1,2,2,1253.7014
FDB27,7.575000000000001,0,0.05958280844444444,4,195.2768,8,16,2,0,1,5715.2272
FDF45,18.2,1,0.01221607625,6,57.7904,1,26,0,2,1,1464.76
FDV02,16.75,0,0.060602002875000005,4,169.8106,1,26,0,2,1,3251.1014
FDY28,7.47,1,0.11801561029999999,5,214.3218,6,9,2,1,1,4274.436
FDX31,20.349999999999998,1,0.012867462800000002,6,231.7958,5,28,1,2,3,5375.0034
FDR43,18.2,0,0.1737132587777778,6,38.019,5,28,1,2,3,1318.2839999999999
FDP51,13.849999999999998,1,0.09246006777777778,10,119.4124,3,4,1,2,2,2251.7356
FDL52,6.634999999999999,1,0.0480856657,5,37.4506,2,6,2,1,1,1176.4686
FDR44,6.11,1,0.09157041555555556,6,130.4968,8,16,2,0,1,3523.4136
FDB34,15.25,0,0.02862400988888889,13,86.2198,6,9,2,1,1,610.5386
FDC50,15.849999999999998,0,0.14239877090000003,3,96.4094,6,9,2,1,1,1237.7222
FDT57,15.200000000000001,0,0.020475597666666664,13,235.1248,0,15,2,2,0,474.0496
FDP22,14.650000000000002,1,0.086892962375,13,52.6666,5,28,1,2,3,717.7324
DRE49,20.75,0,0.018148152222222224,14,150.5024,8,16,2,0,1,2580.6408
FDM40,10.195,0,0.15417188799999998,5,143.2154,8,16,2,0,1,2552.6772
FDY32,7.605000000000002,0,0.14774984330000002,6,164.021,7,11,2,1,1,3914.9040000000005
FDW07,18.0,1,0.15348950255555557,6,88.5514,8,16,2,0,1,796.9626
FDU02,13.349999999999998,0,0.111148894,4,228.9352,4,28,2,0,0,916.1408
NCF18,18.349999999999998,0,0.10172592610000002,9,191.3504,7,11,2,1,1,3259.7568
FDQ56,6.590000000000002,0,0.11359037444444445,6,84.8908,9,14,1,0,1,1677.816
FDN58,13.799999999999999,1,0.056925347125,13,230.0984,9,14,1,0,1,3707.1744
FDG35,21.2,1,0.006063933222222222,15,173.5738,8,16,2,0,1,2954.1546
FDY34,10.5,1,0.011907165,13,166.4842,3,4,1,2,2,2652.5472
NCE19,8.97,0,0.1063353821,9,52.7956,7,11,2,1,1,1037.3164
NCK31,10.894999999999998,0,0.030921326,11,50.9666,5,28,1,2,3,717.7324
NCJ29,10.6,0,0.035225694625,8,86.1224,7,11,2,1,1,426.11199999999997
FDT59,13.650000000000002,0,0.016596515099999997,1,231.1668,6,9,2,1,1,6911.004
NCX41,19.0,0,0.0172910377,8,211.0244,8,16,2,0,1,3811.0392
FDU45,15.599999999999998,1,0.040591028800000005,13,115.3518,5,28,1,2,3,2277.036
FDW24,6.799999999999999,0,0.04286705810000001,0,48.9034,4,28,2,0,0,48.6034
FDF22,6.865000000000001,0,0.0649694881,13,212.8218,9,14,1,0,1,5770.4886
FDM60,10.799999999999999,1,0.0453860806,0,40.2138,8,16,2,0,1,690.4346
FDR02,16.7,0,0.0252257338,4,110.2886,1,26,0,2,1,1890.2062
DRP35,18.849999999999998,0,0.09852357233333334,7,126.2336,5,28,1,2,3,3195.84
FDS48,15.150000000000002,0,0.026191759000000002,0,150.1708,8,16,2,0,1,1504.7079999999999
NCZ42,10.5,0,0.011015122200000001,9,238.3248,0,15,2,2,0,711.0744
FDZ38,17.599999999999998,0,0.008675166333333335,4,174.2422,3,4,1,2,2,4311.055
FDH19,19.349999999999998,0,0.03587643255555556,10,175.4738,8,16,2,0,1,521.3214
NCB55,15.700000000000001,0,0.17420012799999995,9,59.4562,8,16,2,0,1,829.5868
FDC15,18.099999999999998,0,0.19144020377777776,4,155.5288,2,6,2,1,1,1571.2879999999998
FDF11,10.195,1,0.01701625755555556,15,239.6538,6,9,2,1,1,2403.538
FDW35,10.6,0,0.012023577555555554,1,41.6454,4,28,2,0,0,83.8908
FDB44,6.655,0,0.016347536555555556,6,211.0586,7,11,2,1,1,844.2344
NCC06,19.0,0,0.0308511245,9,127.3336,2,6,2,1,1,2940.1728
FDR04,7.075000000000001,0,0.021757498666666666,5,98.0068,0,15,2,2,0,291.6204
FDB17,13.150000000000002,0,0.0419239739,5,181.2976,7,11,2,1,1,3259.7568
FDW43,20.099999999999998,1,0.024314736555555556,6,226.8036,9,14,1,0,1,3415.554
FDA27,20.349999999999998,1,0.03008312277777778,4,256.7672,3,4,1,2,2,5624.6784
NCU41,18.849999999999998,0,0.05599504433333333,8,190.1846,9,14,1,0,1,6687.960999999999
FDY56,16.349999999999998,1,0.0713494342,6,227.1062,9,14,1,0,1,5642.655
FDV39,11.299999999999999,0,0.0064770374444444445,10,196.2426,3,4,1,2,2,4943.565
FDN32,17.5,0,0.015064371799999999,6,182.6266,3,4,1,2,2,3135.2522
FDW07,18.0,1,0.15348950255555557,6,87.4514,7,11,2,1,1,796.9626
FDZ27,7.9350000000000005,0,0.015264210111111108,4,51.535,7,11,2,1,1,848.895
FDW23,5.765,0,0.08892246522222222,0,37.3164,4,28,2,0,0,38.6164
FDU01,20.25,1,0.009000292555555558,3,184.5924,8,16,2,0,1,4997.4948
FDF10,15.5,1,0.1373785425,13,149.1418,9,14,1,0,1,588.5672
DRH03,17.25,0,0.0365964795,4,91.81200000000001,4,28,2,0,0,372.848
FDW27,5.86,1,0.14670758166666664,10,155.7314,4,28,2,0,0,155.1314
DRI13,15.349999999999998,0,0.020345888625,14,218.0508,1,26,0,2,1,3038.7112
NCR05,10.1,0,0.059233906,8,200.2084,8,16,2,0,1,1587.2672
FDB29,16.7,1,0.052460477625,5,115.4176,7,11,2,1,1,687.1056
FDL51,20.7,1,0.05149288777777778,4,213.4876,9,14,1,0,1,1929.4884
FDB11,16.0,0,0.06545384633333334,15,223.8404,1,26,0,2,1,3600.6464
FDI35,14.0,0,0.041329616,15,180.7634,8,16,2,0,1,2181.1608
FDX08,12.849999999999998,0,0.025841211100000004,6,181.4318,8,16,2,0,1,3428.2042
FDP59,20.849999999999998,1,0.0645522526,1,105.6648,7,11,2,1,1,623.1888
NCJ18,12.349999999999998,0,0.1874203054,9,120.5124,9,14,1,0,1,2133.2232
FDJ41,6.8500000000000005,0,0.026160428899999998,5,261.6594,3,4,1,2,2,3401.5722
FDU08,10.299999999999999,0,0.027340851,6,101.0042,6,9,2,1,1,1289.6546
FDS09,8.894999999999998,1,0.08792081455555555,13,49.6008,4,28,2,0,0,50.6008
DRH15,8.775,0,0.1069699491111111,4,45.9428,1,26,0,2,1,790.9704
NCV17,18.849999999999998,0,0.014105020375000001,8,129.2626,2,6,2,1,1,3147.9024
NCO54,19.5,0,0.0163185341,9,56.7614,5,28,1,2,3,2486.763
FDE24,14.849999999999998,0,0.106847544,0,141.0812,6,9,2,1,1,1139.8496
FDH53,20.5,1,0.016374762666666667,5,84.3592,8,16,2,0,1,1816.3024
FDZ13,7.840000000000002,1,0.14807278755555553,3,51.935,3,4,1,2,2,199.74
FDW28,18.25,0,0.0856783318888889,5,196.7452,7,11,2,1,1,978.7260000000001
FDU46,10.299999999999999,1,0.011968492,13,85.854,1,26,0,2,1,2683.1740000000004
NCE43,12.5,0,0.11825638909999998,9,169.9448,6,9,2,1,1,2897.5616
FDS26,20.349999999999998,0,0.09624148244444444,4,260.5594,5,28,1,2,3,9158.079
FDB14,20.25,1,0.09944953190000001,3,93.212,8,16,2,0,1,1957.4520000000002
DRB48,16.75,1,0.02397324366666667,14,40.2822,5,28,1,2,3,1296.3126
NCC42,15.0,0,0.04830769055555555,8,140.3838,1,26,0,2,1,2528.7084
FDQ20,8.325000000000001,0,0.032039365333333326,6,38.7138,1,26,0,2,1,284.2966
FDA13,15.849999999999998,0,0.0898049191,3,38.6506,2,6,2,1,1,759.012
FDZ15,13.099999999999998,0,0.020310733444444444,4,117.3782,8,16,2,0,1,1787.6729999999998
NCV42,6.259999999999999,0,0.0359219677,9,111.3228,2,6,2,1,1,2431.5016
DRI51,17.25,0,0.040736024888888896,4,173.1764,3,4,1,2,2,4466.1864
FDO28,5.765,0,0.070324183,5,119.9098,6,9,2,1,1,2048.6666
NCS54,13.599999999999998,0,0.010749582888888888,9,175.437,1,26,0,2,1,1940.807
FDH16,10.5,0,0.05653345833333333,5,88.78299999999999,2,6,2,1,1,2067.3089999999997
FDG24,7.9750000000000005,0,0.014644772124999999,0,85.125,7,11,2,1,1,2663.2
FDR52,12.650000000000002,1,0.08693504710000001,5,192.1846,3,4,1,2,2,1146.5076
NCH06,12.299999999999999,0,0.08234907488888889,9,247.84599999999998,7,11,2,1,1,3448.844
FDA36,5.985,0,0.0061438207777777774,0,184.8924,7,11,2,1,1,1665.8316
FDU56,16.849999999999998,0,0.033379831125,6,184.7266,5,28,1,2,3,8114.7704
FDT09,15.150000000000002,1,0.012794236300000001,13,132.5284,9,14,1,0,1,1713.7692
FDU25,12.349999999999998,0,0.026706105,3,56.4246,8,16,2,0,1,810.9444
FDK41,14.299999999999999,0,0.14580716100000002,5,84.9224,8,16,2,0,1,1193.1136
NCT54,8.695,0,0.10635280611111111,9,93.4094,6,9,2,1,1,856.8846
FDV51,16.349999999999998,0,0.035001888111111115,10,163.8842,0,15,2,2,0,165.7842
FDM24,6.134999999999999,1,0.07649992722222222,0,151.3366,7,11,2,1,1,1057.9562
NCO30,19.5,0,0.016404389199999998,9,185.0608,7,11,2,1,1,2205.1296
FDQ45,9.5,1,0.0095592895,13,182.3608,1,26,0,2,1,2940.1728
DRK59,8.894999999999998,0,0.06548453350000001,7,235.8616,6,9,2,1,1,3046.7008
FDW28,18.25,0,0.0856783318888889,5,196.8452,8,16,2,0,1,3327.6684
FDC02,21.349999999999998,0,0.0740319097777778,3,258.3278,0,15,2,2,0,520.6556
FDR21,19.7,0,0.0765213854,13,174.83700000000002,6,9,2,1,1,2999.429
FDN48,13.349999999999998,0,0.07425242029999998,0,90.0804,5,28,1,2,3,2113.2492
FDT44,16.599999999999998,0,0.10308243412500001,6,117.8466,7,11,2,1,1,942.7728
FDX14,13.099999999999998,0,0.08125430955555554,4,74.0354,4,28,2,0,0,75.2354
FDH57,10.894999999999998,0,0.040866978,6,133.6284,8,16,2,0,1,1581.9408
FDH28,15.849999999999998,1,0.11483888260000001,5,37.4506,4,28,2,0,0,37.9506
NCT41,15.700000000000001,0,0.05451688977777778,8,151.3024,4,28,2,0,0,151.8024
FDO11,8.0,1,0.0345991775,1,248.8092,5,28,1,2,3,3486.1288
NCP42,8.51,0,0.01746816888888889,9,195.2478,2,6,2,1,1,4262.4516
FDN09,14.150000000000002,0,0.033631662,13,243.9828,0,15,2,2,0,731.0484
FDP32,6.6499999999999995,0,0.08457257144444445,6,128.8678,6,9,2,1,1,1398.8458
FDV57,15.25,1,0.049433515250000004,13,177.96599999999998,9,14,1,0,1,2336.958
FDW28,18.25,0,0.0856783318888889,5,196.5452,1,26,0,2,1,2348.9424
FDR56,15.5,1,0.108393185,6,196.8768,5,28,1,2,3,7094.7648
FDA40,16.0,1,0.09573291744444445,5,87.4856,6,9,2,1,1,1054.6272
NCG42,19.2,0,0.039758360333333326,9,127.831,7,11,2,1,1,1298.31
NCK54,12.150000000000002,0,0.016397122111111113,9,117.815,2,6,2,1,1,2330.3
FDE16,8.894999999999998,0,0.0301164373,5,208.9954,9,14,1,0,1,4584.6988
FDB15,10.894999999999998,0,0.14716646277777778,4,263.4568,0,15,2,2,0,527.3136
FDC40,16.0,1,0.065124471125,4,76.1986,2,6,2,1,1,1869.5664
FDE53,10.894999999999998,0,0.0307297068,5,106.928,5,28,1,2,3,2876.256
FDK24,9.195000000000002,0,0.08725649611111111,0,43.6744,3,4,1,2,2,407.4696
FDW31,11.349999999999998,1,0.04319828925000001,6,201.0742,3,4,1,2,2,2189.8162
NCX29,10.0,0,0.10192019429999999,8,144.0102,2,6,2,1,1,1603.9122
NCM07,9.394999999999998,0,0.043328932,11,82.4908,6,9,2,1,1,2013.3792
DRN36,15.200000000000001,0,0.04883039922222223,14,95.9752,4,28,2,0,0,95.8752
FDQ37,20.75,0,0.10204381970000001,2,192.8478,0,15,2,2,0,774.9912
FDK43,9.799999999999999,0,0.02910230888888889,10,128.40200000000002,7,11,2,1,1,2403.538
FDK28,5.695,0,0.07055465333333333,5,258.5646,3,4,1,2,2,4380.2982
FDR43,18.2,0,0.1737132587777778,6,37.819,7,11,2,1,1,219.71400000000003
FDL48,19.349999999999998,1,0.08849347400000002,0,49.2034,1,26,0,2,1,729.051
DRL23,18.349999999999998,0,0.016593818666666666,7,106.6938,7,11,2,1,1,1393.5194
NCX42,6.36,0,0.006482338555555556,9,163.6526,7,11,2,1,1,5262.4832
DRD37,9.799999999999999,0,0.013351790444444444,14,46.506,3,4,1,2,2,372.848
FDZ47,20.7,1,0.0687943465,0,99.9042,5,28,1,2,3,3273.7386
NCJ54,9.894999999999998,0,0.05791250966666666,9,231.7642,5,28,1,2,3,5344.3766
FDL52,6.634999999999999,1,0.0480856657,5,39.7506,1,26,0,2,1,303.6048
FDC15,18.099999999999998,0,0.19144020377777776,4,156.7288,0,15,2,2,0,314.2576
NCD19,8.93,0,0.009779828555555557,9,56.0614,0,15,2,2,0,276.307
FDD08,8.299999999999999,0,0.04041751179999999,6,38.9506,1,26,0,2,1,721.0614
NCN18,8.894999999999998,0,0.09363083712499999,9,112.7544,7,11,2,1,1,3467.4864
FDY56,16.349999999999998,1,0.0713494342,6,225.9062,8,16,2,0,1,5416.9488
NCI29,8.6,0,0.035090792777777775,8,140.5154,3,4,1,2,2,283.6308
NCE06,5.825000000000001,0,0.10458696790000002,9,160.2894,4,28,2,0,0,323.5788
FDC08,19.0,1,0.09978824233333333,6,227.77200000000002,2,6,2,1,1,5206.556
FDU52,7.5600000000000005,0,0.0622296457,5,157.263,7,11,2,1,1,2503.408
FDN16,12.599999999999998,1,0.06798327477777778,5,104.899,1,26,0,2,1,1960.781
NCM55,15.599999999999998,0,0.0717768861111111,11,184.7924,0,15,2,2,0,370.1848
FDR49,8.71,0,0.134310185,3,49.5376,0,15,2,2,0,95.8752
FDC15,18.099999999999998,0,0.19144020377777776,4,158.1288,9,14,1,0,1,3299.7048
FDB53,13.349999999999998,0,0.13564452955555556,5,150.2392,2,6,2,1,1,2684.5056
FDK44,16.599999999999998,0,0.1189452657777778,6,173.3738,8,16,2,0,1,2085.2856
FDA16,6.695,0,0.029730849125,5,221.9456,6,9,2,1,1,2210.456
FDO19,17.7,1,0.015998404777777777,6,47.4034,5,28,1,2,3,2187.153
FDO04,16.599999999999998,0,0.023226001125000003,5,57.2614,8,16,2,0,1,1049.9666
NCL19,15.349999999999998,0,0.0152973675,11,145.047,6,9,2,1,1,2719.7929999999997
FDA44,19.7,0,0.05725134355555555,6,54.593,0,15,2,2,0,56.593
FDR60,14.299999999999999,0,0.13053654975,0,78.6328,2,6,2,1,1,231.6984
FDV37,13.0,1,0.08983535433333333,3,195.8426,5,28,1,2,3,5734.5354
FDG53,10.0,0,0.049328018111111115,5,138.718,1,26,0,2,1,1398.18
DRG01,14.799999999999999,0,0.04366539511111111,14,76.467,6,9,2,1,1,1531.34
FDB38,19.5,1,0.0237360856,3,160.692,4,28,2,0,0,319.584
FDI27,8.71,1,0.044328698888888886,4,43.8744,9,14,1,0,1,633.8416
FDD29,12.150000000000002,0,0.01980407588888889,5,252.0698,0,15,2,2,0,1014.6792
NCR41,17.849999999999998,0,0.0157896545,8,97.0094,7,11,2,1,1,2094.6068
FDW44,9.5,1,0.03781194322222222,6,171.3448,9,14,1,0,1,2386.2272
FDU21,11.799999999999999,1,0.0877077051,13,34.7558,6,9,2,1,1,780.9834
FDI14,14.099999999999998,0,0.08976127337499999,3,139.8496,8,16,2,0,1,1693.7952
FDW50,13.099999999999998,0,0.08194608511111111,4,168.4158,4,28,2,0,0,334.2316
FDN39,19.349999999999998,1,0.04861971966666666,10,168.3816,8,16,2,0,1,1342.2528
FDT31,19.75,0,0.014231033199999998,6,190.6872,2,6,2,1,1,4916.2672
FDJ14,10.299999999999999,1,0.044548531111111116,3,78.696,2,6,2,1,1,1757.7120000000002
NCQ43,17.75,0,0.10493773619999999,11,108.5912,5,28,1,2,3,1637.868
FDZ22,9.394999999999998,0,0.049084236,13,84.925,5,28,1,2,3,1747.725
FDU38,10.799999999999999,0,0.09437198940000001,4,193.4504,2,6,2,1,1,2876.256
FDS32,17.75,1,0.030929289300000003,6,139.9838,7,11,2,1,1,1966.7732
DRH13,8.575000000000001,0,0.02589853388888889,14,106.32799999999999,3,4,1,2,2,958.752
DRF03,19.099999999999998,0,0.04873767388888888,4,40.2138,0,15,2,2,0,81.2276
FDJ20,20.7,1,0.11452114029999998,6,123.4388,9,14,1,0,1,1238.388
FDE22,9.695,0,0.0338079759,13,157.892,4,28,2,0,0,319.584
FDX22,6.784999999999998,1,0.0262650691,13,211.0928,6,9,2,1,1,4418.2488
DRM11,6.57,0,0.0689142702,7,259.7278,1,26,0,2,1,2863.6058
FDL58,5.78,1,0.07731122380000001,13,264.9568,7,11,2,1,1,1845.5976
FDL25,6.920000000000001,1,0.1310468205,2,93.1804,9,14,1,0,1,1561.9668
FDD40,20.25,1,0.01591312155555556,4,194.1162,9,14,1,0,1,3848.324
FDT08,13.650000000000002,0,0.052944032333333335,6,149.005,7,11,2,1,1,2097.27
FDO22,13.5,1,0.017148291625,13,81.596,2,6,2,1,1,639.168
NCM41,16.5,0,0.03568919075,8,92.61200000000001,3,4,1,2,2,559.2719999999999
FDJ21,16.7,1,0.038564102749999996,13,146.5102,7,11,2,1,1,2770.3938
FDC53,8.68,0,0.0101010667,5,99.7384,3,4,1,2,2,295.6152
DRK35,8.365,0,0.082135738,7,36.2506,4,28,2,0,0,37.9506
FDQ09,7.235,0,0.056558063000000006,13,115.2834,3,4,1,2,2,1267.0174
DRB48,16.75,1,0.02397324366666667,14,39.3822,8,16,2,0,1,353.5398
DRE25,15.349999999999998,0,0.07945787088888888,14,92.11200000000001,6,9,2,1,1,1118.5439999999999
FDL08,10.799999999999999,0,0.043540779249999995,6,245.9144,1,26,0,2,1,4655.2736
NCV42,6.259999999999999,0,0.0359219677,9,110.2228,9,14,1,0,1,1547.3192
FDW03,5.630000000000001,1,0.0280558692,10,105.3306,9,14,1,0,1,1045.306
FDL25,6.920000000000001,1,0.1310468205,2,91.8804,2,6,2,1,1,275.6412
FDC17,12.150000000000002,0,0.01676341233333333,5,212.0928,3,4,1,2,2,2735.1064
FDK44,16.599999999999998,0,0.1189452657777778,6,175.5738,7,11,2,1,1,347.5476
FDE34,9.195,0,0.10445229439999999,13,182.7634,8,16,2,0,1,3817.0314
FDP10,19.0,0,0.1464341176,13,104.3622,6,9,2,1,1,1905.5196
FDZ22,9.394999999999998,0,0.049084236,13,83.825,7,11,2,1,1,665.8
NCK19,9.799999999999999,0,0.0973133251111111,11,192.1478,1,26,0,2,1,2324.9736
FDO44,12.599999999999998,0,0.07655845549999998,6,109.2228,5,28,1,2,3,3205.1612
NCU41,18.849999999999998,0,0.05599504433333333,8,189.1846,8,16,2,0,1,2101.9306
NCF31,9.13,0,0.05621597266666667,9,152.3024,7,11,2,1,1,1821.6288
FDG14,9.0,1,0.05054773525,3,152.2024,2,6,2,1,1,3643.2576
NCH30,17.099999999999998,0,0.0700285239,9,114.586,6,9,2,1,1,2942.836
FDR36,6.715000000000002,1,0.130789707,0,40.2454,1,26,0,2,1,587.2356
NCJ30,5.82,0,0.08413178340000001,9,167.77900000000002,8,16,2,0,1,2886.243
FDR08,18.7,0,0.03648998025,6,110.2886,7,11,2,1,1,2223.772
FDU04,7.93,0,0.004780437333333333,5,123.2414,3,4,1,2,2,487.3656
NCQ50,18.75,0,0.030051684625000002,9,211.7218,2,6,2,1,1,5770.4886
FDL46,20.349999999999998,0,0.0563844029,13,117.7466,5,28,1,2,3,1414.1592
DRK37,5.0,0,0.0341349718,14,188.85299999999998,8,16,2,0,1,5502.8369999999995
FDK48,7.445,0,0.03212151111111111,0,76.8354,8,16,2,0,1,2181.8266
FDV58,20.849999999999998,0,0.11696721944444444,13,193.9452,8,16,2,0,1,1565.9616
FDN27,20.849999999999998,0,0.03406150677777778,10,115.1808,3,4,1,2,2,1054.6272
FDZ52,19.2,0,0.10764954233333333,5,112.9886,9,14,1,0,1,1667.829
NCF42,17.349999999999998,0,0.19135423769999999,9,175.6712,8,16,2,0,1,2812.3392
FDQ48,14.299999999999999,1,0.030135186875,0,98.1726,6,9,2,1,1,489.36300000000006
FDW49,19.5,0,0.0861065827,3,179.3002,7,11,2,1,1,2865.6032
FDR58,6.674999999999999,0,0.040417741,13,90.7462,6,9,2,1,1,1665.8316
NCE07,8.18,0,0.013694736200000002,9,143.8154,2,6,2,1,1,2694.4926
FDK14,6.980000000000002,0,0.036030721375000005,3,83.4934,8,16,2,0,1,1555.9746
FDC11,20.5,0,0.14192486637500001,15,87.9172,5,28,1,2,3,3836.3396
FDL22,16.849999999999998,0,0.03945632888888889,13,90.7488,7,11,2,1,1,543.2928
NCQ41,14.799999999999999,0,0.01660932677777778,8,196.3794,1,26,0,2,1,1950.7939999999999
FDX46,12.299999999999999,1,0.0606329059,13,57.3562,1,26,0,2,1,177.7686
FDC35,7.4350000000000005,0,0.1404294621,15,206.9638,7,11,2,1,1,1035.319
FDH45,15.099999999999998,1,0.11457008411111112,6,42.8796,6,9,2,1,1,949.4308
FDX33,9.195000000000002,1,0.11759422650000001,13,160.5578,2,6,2,1,1,1283.6624
DRJ35,10.1,0,0.040795805375,7,59.9878,1,26,0,2,1,484.7024
FDC40,16.0,1,0.065124471125,4,79.5986,1,26,0,2,1,934.7832
FDO19,17.7,1,0.015998404777777777,6,48.1034,7,11,2,1,1,534.6374
FDP13,8.1,1,0.155710059,3,39.448,9,14,1,0,1,878.8560000000001
FDP24,20.599999999999998,0,0.08928696977777778,0,120.1756,9,14,1,0,1,1332.9316
NCQ42,20.349999999999998,0,0.0409428308,9,127.9678,3,4,1,2,2,3560.6984
FDY59,8.195,0,0.030277000999999994,0,93.1462,3,4,1,2,2,647.8234
